timestamp,machine_id,temperature,vibration,pressure,rpm,failure
2025-11-10T16:27:02.702799,1,57.178,0.4907,1.694,1286,0
2025-11-10T16:28:02.702799,1,57.143,0.4753,1.718,1282,0
2025-11-10T16:29:02.702799,1,57.152,0.4692,1.723,1286,0
2025-11-10T16:30:02.702799,1,57.17,0.4728,1.741,1288,0
2025-11-10T16:31:02.702799,1,57.078,0.4676,1.731,1289,0
2025-11-10T16:32:02.702799,1,57.05,0.4573,1.772,1289,0
2025-11-10T16:33:02.702799,1,57.075,0.4458,1.769,1290,0
2025-11-10T16:34:02.702799,1,57.21,0.4542,1.738,1289,0
2025-11-10T16:35:02.702799,1,57.153,0.4377,1.713,1276,0
2025-11-10T16:36:02.702799,1,57.109,0.4454,1.714,1280,0
2025-11-10T16:37:02.702799,1,57.013,0.4423,1.737,1279,0
2025-11-10T16:38:02.702799,1,57.002,0.4293,1.746,1274,0
2025-11-10T16:39:02.702799,1,57.027,0.4318,1.744,1276,0
2025-11-10T16:40:02.702799,1,56.958,0.4506,1.694,1272,0
2025-11-10T16:41:02.702799,1,56.981,0.4319,1.667,1273,0
2025-11-10T16:42:02.702799,1,57.003,0.4256,1.636,1275,0
2025-11-10T16:43:02.702799,1,56.933,0.4048,1.655,1275,0
2025-11-10T16:44:02.702799,1,56.953,0.3997,1.669,1276,0
2025-11-10T16:45:02.702799,1,56.906,0.391,1.658,1277,0
2025-11-10T16:46:02.702799,1,56.872,0.391,1.656,1275,0
2025-11-10T16:47:02.702799,1,56.935,0.3833,1.69,1271,0
2025-11-10T16:48:02.702799,1,56.987,0.3858,1.707,1267,0
2025-11-10T16:49:02.702799,1,57.051,0.3842,1.683,1268,0
2025-11-10T16:50:02.702799,1,57.088,0.3823,1.707,1264,0
2025-11-10T16:51:02.702799,1,57.083,0.3862,1.705,1262,0
2025-11-10T16:52:02.702799,1,57.153,0.3803,1.673,1269,0
2025-11-10T16:53:02.702799,1,57.093,0.3783,1.671,1271,0
2025-11-10T16:54:02.702799,1,57.196,0.3802,1.672,1265,0
2025-11-10T16:55:02.702799,1,57.178,0.3799,1.67,1266,0
2025-11-10T16:56:02.702799,1,57.22,0.3715,1.662,1259,0
2025-11-10T16:57:02.702799,1,57.199,0.3673,1.623,1260,0
2025-11-10T16:58:02.702799,1,57.201,0.358,1.637,1258,0
2025-11-10T16:59:02.702799,1,57.2,0.3591,1.64,1260,0
2025-11-10T17:00:02.702799,1,57.252,0.3706,1.669,1257,0
2025-11-10T17:01:02.702799,1,57.262,0.3705,1.687,1250,0
2025-11-10T17:02:02.702799,1,57.304,0.3616,1.666,1242,0
2025-11-10T17:03:02.702799,1,57.405,0.3556,1.652,1240,0
2025-11-10T17:04:02.702799,1,57.391,0.352,1.673,1240,0
2025-11-10T17:05:02.702799,1,57.384,0.3389,1.663,1239,0
2025-11-10T17:06:02.702799,1,57.434,0.3301,1.646,1247,0
2025-11-10T17:07:02.702799,1,57.35,0.3239,1.627,1243,0
2025-11-10T17:08:02.702799,1,57.321,0.3128,1.633,1247,0
2025-11-10T17:09:02.702799,1,57.431,0.3299,1.629,1251,0
2025-11-10T17:10:02.702799,1,57.402,0.3286,1.631,1255,0
2025-11-10T17:11:02.702799,1,57.323,0.3297,1.624,1256,0
2025-11-10T17:12:02.702799,1,57.343,0.3478,1.622,1261,0
2025-11-10T17:13:02.702799,1,57.395,0.3704,1.658,1261,0
2025-11-10T17:14:02.702799,1,57.385,0.3764,1.653,1267,0
2025-11-10T17:15:02.702799,1,57.56,0.3749,1.642,1273,0
2025-11-10T17:16:02.702799,1,57.638,0.377,1.681,1274,0
2025-11-10T17:17:02.702799,1,57.674,0.3734,1.672,1263,0
2025-11-10T17:18:02.702799,1,57.719,0.3663,1.677,1260,0
2025-11-10T17:19:02.702799,1,57.701,0.3767,1.665,1263,0
2025-11-10T17:20:02.702799,1,57.669,0.3727,1.622,1270,0
2025-11-10T17:21:02.702799,1,57.61,0.3641,1.661,1265,0
2025-11-10T17:22:02.702799,1,57.561,0.3419,1.648,1264,0
2025-11-10T17:23:02.702799,1,57.588,0.342,1.645,1262,0
2025-11-10T17:24:02.702799,1,57.623,0.341,1.662,1257,0
2025-11-10T17:25:02.702799,1,57.522,0.3347,1.637,1253,0
2025-11-10T17:26:02.702799,1,57.467,0.3272,1.642,1252,0
2025-11-10T17:27:02.702799,1,57.456,0.3375,1.641,1259,0
2025-11-10T17:28:02.702799,1,57.457,0.3365,1.666,1261,0
2025-11-10T17:29:02.702799,1,57.531,0.3358,1.724,1254,0
2025-11-10T17:30:02.702799,1,57.575,0.3482,1.678,1256,0
2025-11-10T17:31:02.702799,1,57.69,0.3534,1.643,1248,0
2025-11-10T17:32:02.702799,1,57.69,0.3694,1.653,1249,0
2025-11-10T17:33:02.702799,1,57.657,0.3586,1.63,1252,0
2025-11-10T17:34:02.702799,1,57.724,0.359,1.612,1264,0
2025-11-10T17:35:02.702799,1,57.704,0.3559,1.64,1262,0
2025-11-10T17:36:02.702799,1,57.658,0.3425,1.643,1263,0
2025-11-10T17:37:02.702799,1,57.621,0.3389,1.63,1263,0
2025-11-10T17:38:02.702799,1,57.63,0.3479,1.632,1253,0
2025-11-10T17:39:02.702799,1,57.605,0.3559,1.632,1252,0
2025-11-10T17:40:02.702799,1,57.52,0.3554,1.642,1256,0
2025-11-10T17:41:02.702799,1,57.539,0.3582,1.653,1252,0
2025-11-10T17:42:02.702799,1,57.482,0.353,1.671,1243,0
2025-11-10T17:43:02.702799,1,57.463,0.362,1.682,1243,0
2025-11-10T17:44:02.702799,1,57.441,0.3502,1.676,1242,0
2025-11-10T17:45:02.702799,1,57.457,0.3284,1.709,1249,0
2025-11-10T17:46:02.702799,1,57.401,0.3204,1.719,1254,0
2025-11-10T17:47:02.702799,1,57.404,0.3325,1.731,1248,0
2025-11-10T17:48:02.702799,1,57.348,0.3389,1.743,1260,0
2025-11-10T17:49:02.702799,1,57.323,0.3392,1.713,1254,0
2025-11-10T17:50:02.702799,1,57.317,0.3302,1.701,1258,0
2025-11-10T17:51:02.702799,1,57.423,0.3388,1.711,1251,0
2025-11-10T17:52:02.702799,1,57.355,0.3232,1.695,1255,0
2025-11-10T17:53:02.702799,1,57.358,0.3122,1.714,1257,0
2025-11-10T17:54:02.702799,1,57.309,0.3077,1.723,1262,0
2025-11-10T17:55:02.702799,1,57.342,0.3144,1.739,1266,0
2025-11-10T17:56:02.702799,1,57.404,0.3051,1.749,1264,0
2025-11-10T17:57:02.702799,1,57.34,0.3118,1.733,1276,0
2025-11-10T17:58:02.702799,1,57.337,0.3087,1.695,1280,0
2025-11-10T17:59:02.702799,1,57.434,0.3184,1.692,1279,0
2025-11-10T18:00:02.702799,1,57.335,0.328,1.678,1280,0
2025-11-10T18:01:02.702799,1,57.301,0.329,1.709,1281,0
2025-11-10T18:02:02.702799,1,57.3,0.3168,1.681,1286,0
2025-11-10T18:03:02.702799,1,57.347,0.3036,1.697,1284,0
2025-11-10T18:04:02.702799,1,57.344,0.3073,1.659,1284,0
2025-11-10T18:05:02.702799,1,57.369,0.3017,1.674,1288,0
2025-11-10T18:06:02.702799,1,57.391,0.3091,1.686,1282,0
2025-11-10T18:07:02.702799,1,57.398,0.3054,1.655,1286,0
2025-11-10T18:08:02.702799,1,57.393,0.3086,1.696,1287,0
2025-11-10T18:09:02.702799,1,57.46,0.3111,1.694,1288,0
2025-11-10T18:10:02.702799,1,57.494,0.3154,1.695,1287,0
2025-11-10T18:11:02.702799,1,57.519,0.3256,1.696,1287,0
2025-11-10T18:12:02.702799,1,57.547,0.3239,1.685,1288,0
2025-11-10T18:13:02.702799,1,57.538,0.3224,1.71,1294,0
2025-11-10T18:14:02.702799,1,57.527,0.3471,1.712,1291,0
2025-11-10T18:15:02.702799,1,57.574,0.3483,1.72,1296,0
2025-11-10T18:16:02.702799,1,57.512,0.3602,1.695,1295,0
2025-11-10T18:17:02.702799,1,57.461,0.3676,1.721,1292,0
2025-11-10T18:18:02.702799,1,57.432,0.3716,1.72,1296,0
2025-11-10T18:19:02.702799,1,57.429,0.3859,1.743,1300,0
2025-11-10T18:20:02.702799,1,57.406,0.3885,1.718,1305,0
2025-11-10T18:21:02.702799,1,57.335,0.3853,1.74,1291,0
2025-11-10T18:22:02.702799,1,57.414,0.4047,1.737,1287,0
2025-11-10T18:23:02.702799,1,57.429,0.4047,1.761,1286,0
2025-11-10T18:24:02.702799,1,57.426,0.3844,1.766,1286,0
2025-11-10T18:25:02.702799,1,57.473,0.3832,1.782,1281,0
2025-11-10T18:26:02.702799,1,57.495,0.4064,1.804,1275,0
2025-11-10T18:27:02.702799,1,57.446,0.4099,1.807,1278,0
2025-11-10T18:28:02.702799,1,57.416,0.4093,1.805,1283,0
2025-11-10T18:29:02.702799,1,57.388,0.4028,1.816,1288,0
2025-11-10T18:30:02.702799,1,57.399,0.3868,1.807,1291,0
2025-11-10T18:31:02.702799,1,57.422,0.3854,1.83,1288,0
2025-11-10T18:32:02.702799,1,57.425,0.3942,1.838,1283,0
2025-11-10T18:33:02.702799,1,57.459,0.4058,1.834,1283,0
2025-11-10T18:34:02.702799,1,57.32,0.3965,1.831,1288,0
2025-11-10T18:35:02.702799,1,57.341,0.3994,1.867,1287,0
2025-11-10T18:36:02.702799,1,57.338,0.4114,1.867,1290,0
2025-11-10T18:37:02.702799,1,57.352,0.4149,1.887,1289,0
2025-11-10T18:38:02.702799,1,57.364,0.4115,1.846,1289,0
2025-11-10T18:39:02.702799,1,57.439,0.4031,1.826,1289,0
2025-11-10T18:40:02.702799,1,57.416,0.3938,1.809,1292,0
2025-11-10T18:41:02.702799,1,57.391,0.3978,1.824,1289,0
2025-11-10T18:42:02.702799,1,57.329,0.3883,1.779,1293,0
2025-11-10T18:43:02.702799,1,57.325,0.384,1.777,1291,0
2025-11-10T18:44:02.702799,1,57.312,0.3939,1.755,1291,0
2025-11-10T18:45:02.702799,1,57.237,0.3936,1.726,1291,0
2025-11-10T18:46:02.702799,1,57.293,0.3873,1.75,1294,0
2025-11-10T18:47:02.702799,1,57.278,0.3911,1.738,1294,0
2025-11-10T18:48:02.702799,1,57.377,0.3838,1.721,1296,0
2025-11-10T18:49:02.702799,1,57.332,0.3935,1.722,1299,0
2025-11-10T18:50:02.702799,1,57.264,0.3865,1.72,1299,0
2025-11-10T18:51:02.702799,1,57.366,0.3897,1.668,1303,0
2025-11-10T18:52:02.702799,1,57.312,0.3871,1.703,1301,0
2025-11-10T18:53:02.702799,1,57.313,0.3946,1.702,1301,0
2025-11-10T18:54:02.702799,1,57.243,0.3876,1.686,1309,0
2025-11-10T18:55:02.702799,1,57.225,0.379,1.688,1317,0
2025-11-10T18:56:02.702799,1,57.248,0.3749,1.675,1313,0
2025-11-10T18:57:02.702799,1,57.24,0.3806,1.697,1313,0
2025-11-10T18:58:02.702799,1,57.256,0.3861,1.682,1310,0
2025-11-10T18:59:02.702799,1,57.285,0.3852,1.69,1303,0
2025-11-10T19:00:02.702799,1,57.364,0.3763,1.676,1313,0
2025-11-10T19:01:02.702799,1,57.4,0.3789,1.649,1318,0
2025-11-10T19:02:02.702799,1,57.39,0.3748,1.636,1322,0
2025-11-10T19:03:02.702799,1,57.445,0.3746,1.622,1332,0
2025-11-10T19:04:02.702799,1,57.479,0.3906,1.626,1330,0
2025-11-10T19:05:02.702799,1,57.506,0.3911,1.637,1331,0
2025-11-10T19:06:02.702799,1,57.542,0.3815,1.618,1332,0
2025-11-10T19:07:02.702799,1,57.598,0.3853,1.621,1331,0
2025-11-10T19:08:02.702799,1,57.624,0.3857,1.647,1332,0
2025-11-10T19:09:02.702799,1,57.599,0.3868,1.671,1332,0
2025-11-10T19:10:02.702799,1,57.592,0.3878,1.661,1325,0
2025-11-10T19:11:02.702799,1,57.589,0.3972,1.668,1324,0
2025-11-10T19:12:02.702799,1,57.6,0.3797,1.688,1309,0
2025-11-10T19:13:02.702799,1,57.537,0.3813,1.675,1306,0
2025-11-10T19:14:02.702799,1,57.61,0.3843,1.661,1301,0
2025-11-10T19:15:02.702799,1,57.628,0.3851,1.641,1299,0
2025-11-10T19:16:02.702799,1,57.62,0.3995,1.634,1300,0
2025-11-10T19:17:02.702799,1,57.692,0.3994,1.66,1295,1
2025-11-10T19:18:02.702799,1,57.695,0.409,1.646,1298,0
2025-11-10T19:19:02.702799,1,57.626,0.4098,1.654,1295,0
2025-11-10T19:20:02.702799,1,57.585,0.4083,1.663,1299,0
2025-11-10T19:21:02.702799,1,57.663,0.4081,1.663,1306,0
2025-11-10T19:22:02.702799,1,57.615,0.3949,1.658,1305,0
2025-11-10T19:23:02.702799,1,57.605,0.3837,1.693,1297,0
2025-11-10T19:24:02.702799,1,57.551,0.3834,1.675,1299,0
2025-11-10T19:25:02.702799,1,57.554,0.3934,1.663,1299,0
2025-11-10T19:26:02.702799,1,57.493,0.3973,1.694,1294,0
2025-11-10T19:27:02.702799,1,57.48,0.4087,1.696,1297,0
2025-11-10T19:28:02.702799,1,57.509,0.4012,1.723,1297,0
2025-11-10T19:29:02.702799,1,57.459,0.3995,1.722,1304,0
2025-11-10T19:30:02.702799,1,57.419,0.395,1.778,1305,0
2025-11-10T19:31:02.702799,1,57.465,0.3862,1.791,1295,0
2025-11-10T19:32:02.702799,1,57.485,0.3983,1.799,1286,0
2025-11-10T19:33:02.702799,1,57.458,0.4141,1.783,1287,0
2025-11-10T19:34:02.702799,1,57.418,0.4189,1.76,1293,0
2025-11-10T19:35:02.702799,1,57.44,0.4332,1.731,1286,0
2025-11-10T19:36:02.702799,1,57.345,0.438,1.75,1282,0
2025-11-10T19:37:02.702799,1,57.34,0.4199,1.758,1278,0
2025-11-10T19:38:02.702799,1,57.391,0.4175,1.741,1287,0
2025-11-10T19:39:02.702799,1,57.362,0.4311,1.751,1290,0
2025-11-10T19:40:02.702799,1,57.352,0.4375,1.726,1279,0
2025-11-10T19:41:02.702799,1,57.394,0.4513,1.727,1275,0
2025-11-10T19:42:02.702799,1,57.457,0.4561,1.715,1277,0
2025-11-10T19:43:02.702799,1,57.514,0.4446,1.703,1285,0
2025-11-10T19:44:02.702799,1,57.462,0.4419,1.691,1285,0
2025-11-10T19:45:02.702799,1,57.391,0.4465,1.692,1280,0
2025-11-10T19:46:02.702799,1,57.381,0.457,1.705,1273,0
2025-11-10T19:47:02.702799,1,57.381,0.4506,1.72,1281,0
2025-11-10T19:48:02.702799,1,57.406,0.4521,1.717,1285,0
2025-11-10T19:49:02.702799,1,57.447,0.4673,1.723,1293,0
2025-11-10T19:50:02.702799,1,57.33,0.4683,1.699,1290,0
2025-11-10T19:51:02.702799,1,57.38,0.4552,1.687,1293,0
2025-11-10T19:52:02.702799,1,57.478,0.4513,1.674,1291,0
2025-11-10T19:53:02.702799,1,57.415,0.4663,1.682,1287,0
2025-11-10T19:54:02.702799,1,57.391,0.4562,1.685,1284,0
2025-11-10T19:55:02.702799,1,57.278,0.4507,1.664,1282,0
2025-11-10T19:56:02.702799,1,57.294,0.4569,1.69,1286,0
2025-11-10T19:57:02.702799,1,57.348,0.447,1.675,1295,0
2025-11-10T19:58:02.702799,1,57.266,0.4703,1.677,1288,0
2025-11-10T19:59:02.702799,1,57.356,0.4679,1.691,1288,0
2025-11-10T20:00:02.702799,1,57.354,0.453,1.659,1280,0
2025-11-10T20:01:02.702799,1,57.31,0.448,1.647,1276,0
2025-11-10T20:02:02.702799,1,57.442,0.4591,1.629,1273,0
2025-11-10T20:03:02.702799,1,57.484,0.4751,1.606,1269,0
2025-11-10T20:04:02.702799,1,57.538,0.4746,1.618,1272,0
2025-11-10T20:05:02.702799,1,57.598,0.4676,1.633,1278,0
2025-11-10T20:06:02.702799,1,57.623,0.462,1.652,1283,0
2025-11-10T20:07:02.702799,1,57.718,0.4635,1.624,1283,0
2025-11-10T20:08:02.702799,1,57.692,0.468,1.632,1278,0
2025-11-10T20:09:02.702799,1,57.715,0.4696,1.656,1280,0
2025-11-10T20:10:02.702799,1,57.797,0.4845,1.611,1279,0
2025-11-10T20:11:02.702799,1,57.821,0.4801,1.635,1285,0
2025-11-10T20:12:02.702799,1,57.81,0.4946,1.64,1289,0
2025-11-10T20:13:02.702799,1,57.845,0.4955,1.585,1290,0
2025-11-10T20:14:02.702799,1,57.875,0.4883,1.587,1287,0
2025-11-10T20:15:02.702799,1,57.792,0.475,1.58,1285,0
2025-11-10T20:16:02.702799,1,57.802,0.4755,1.59,1282,0
2025-11-10T20:17:02.702799,1,57.788,0.4887,1.616,1277,0
2025-11-10T20:18:02.702799,1,57.863,0.4979,1.59,1277,0
2025-11-10T20:19:02.702799,1,57.921,0.5,1.588,1276,0
2025-11-10T20:20:02.702799,1,57.96,0.5059,1.561,1284,0
2025-11-10T20:21:02.702799,1,57.982,0.5061,1.532,1281,0
2025-11-10T20:22:02.702799,1,57.932,0.4832,1.529,1278,0
2025-11-10T20:23:02.702799,1,57.96,0.4872,1.509,1280,0
2025-11-10T20:24:02.702799,1,57.933,0.4722,1.521,1271,0
2025-11-10T20:25:02.702799,1,57.963,0.4612,1.488,1269,0
2025-11-10T20:26:02.702799,1,57.953,0.4462,1.493,1272,0
2025-11-10T20:27:02.702799,1,57.859,0.4448,1.494,1271,0
2025-11-10T20:28:02.702799,1,57.829,0.457,1.524,1269,0
2025-11-10T20:29:02.702799,1,57.818,0.4625,1.518,1280,0
2025-11-10T20:30:02.702799,1,57.842,0.4637,1.531,1281,0
2025-11-10T20:31:02.702799,1,57.937,0.4687,1.511,1279,0
2025-11-10T20:32:02.702799,1,58.029,0.4668,1.491,1280,0
2025-11-10T20:33:02.702799,1,57.945,0.4656,1.476,1276,0
2025-11-10T20:34:02.702799,1,57.945,0.4706,1.472,1271,0
2025-11-10T20:35:02.702799,1,57.849,0.4698,1.504,1270,0
2025-11-10T20:36:02.702799,1,57.8,0.4729,1.514,1276,0
2025-11-10T20:37:02.702799,1,57.858,0.4789,1.466,1275,0
2025-11-10T20:38:02.702799,1,57.909,0.4712,1.476,1273,0
2025-11-10T20:39:02.702799,1,57.825,0.4718,1.471,1274,0
2025-11-10T20:40:02.702799,1,57.928,0.4734,1.502,1261,0
2025-11-10T20:41:02.702799,1,58.004,0.4611,1.523,1259,0
2025-11-10T20:42:02.702799,1,57.949,0.4534,1.54,1261,0
2025-11-10T20:43:02.702799,1,57.887,0.4403,1.527,1261,0
2025-11-10T20:44:02.702799,1,57.885,0.4495,1.518,1258,0
2025-11-10T20:45:02.702799,1,57.902,0.4393,1.522,1254,0
2025-11-10T20:46:02.702799,1,57.948,0.4329,1.532,1248,0
2025-11-10T20:47:02.702799,1,57.96,0.444,1.523,1251,0
2025-11-10T20:48:02.702799,1,57.876,0.4416,1.514,1241,0
2025-11-10T20:49:02.702799,1,57.872,0.4492,1.52,1252,0
2025-11-10T20:50:02.702799,1,57.865,0.4597,1.528,1249,0
2025-11-10T20:51:02.702799,1,57.861,0.4952,1.523,1246,0
2025-11-10T20:52:02.702799,1,57.848,0.5017,1.549,1244,0
2025-11-10T20:53:02.702799,1,57.854,0.5157,1.511,1252,0
2025-11-10T20:54:02.702799,1,57.851,0.5134,1.519,1240,0
2025-11-10T20:55:02.702799,1,57.847,0.5073,1.512,1241,0
2025-11-10T20:56:02.702799,1,57.831,0.509,1.536,1241,0
2025-11-10T20:57:02.702799,1,57.846,0.4915,1.547,1246,0
2025-11-10T20:58:02.702799,1,57.933,0.5077,1.545,1245,0
2025-11-10T20:59:02.702799,1,57.829,0.5122,1.524,1248,0
2025-11-10T21:00:02.702799,1,57.891,0.5209,1.519,1250,0
2025-11-10T21:01:02.702799,1,57.918,0.5264,1.509,1254,0
2025-11-10T21:02:02.702799,1,57.888,0.5201,1.493,1249,0
2025-11-10T21:03:02.702799,1,57.906,0.5131,1.462,1252,0
2025-11-10T21:04:02.702799,1,57.993,0.5,1.492,1261,0
2025-11-10T21:05:02.702799,1,57.884,0.4984,1.494,1258,0
2025-11-10T21:06:02.702799,1,57.884,0.4846,1.478,1256,0
2025-11-10T21:07:02.702799,1,57.904,0.4778,1.496,1255,0
2025-11-10T21:08:02.702799,1,57.908,0.4816,1.512,1251,0
2025-11-10T21:09:02.702799,1,57.917,0.4585,1.468,1254,0
2025-11-10T21:10:02.702799,1,57.886,0.4382,1.504,1254,0
2025-11-10T21:11:02.702799,1,57.814,0.4504,1.519,1254,0
2025-11-10T21:12:02.702799,1,57.864,0.4475,1.507,1251,0
2025-11-10T21:13:02.702799,1,57.849,0.4319,1.487,1249,0
2025-11-10T21:14:02.702799,1,57.724,0.4355,1.522,1242,0
2025-11-10T21:15:02.702799,1,57.697,0.4537,1.522,1239,0
2025-11-10T21:16:02.702799,1,57.754,0.4518,1.512,1236,0
2025-11-10T21:17:02.702799,1,57.825,0.459,1.482,1230,0
2025-11-10T21:18:02.702799,1,57.799,0.4572,1.518,1229,0
2025-11-10T21:19:02.702799,1,57.763,0.468,1.503,1227,0
2025-11-10T21:20:02.702799,1,57.704,0.4717,1.486,1236,0
2025-11-10T21:21:02.702799,1,57.69,0.4842,1.497,1237,0
2025-11-10T21:22:02.702799,1,57.625,0.4992,1.48,1235,0
2025-11-10T21:23:02.702799,1,57.581,0.5215,1.447,1239,0
2025-11-10T21:24:02.702799,1,57.588,0.5305,1.463,1233,0
2025-11-10T21:25:02.702799,1,57.714,0.5352,1.458,1229,0
